"ID","XCOO","YCOO","ELEV","COUN","ASP","LOWDB","LITO","GENLAN","Ag","Al","Al_XRF","Al2O3","As","Au","B","Ba","Be","Bi","Br_IC","Ca","Ca_XRF","CaO","Cd","Cl_IC","Co","Cr","Cu","EC","F_IC","Fe","Fe_XRF","Fe2O3","Hg","K","K_XRF","K2O","La","Li","LOI","Mg","Mg_XRF","MgO","Mn","Mn_XRF","MnO","Mo","Na","Na_XRF","Na2O","Ni","NO3_IC","P","P_XRF","P2O5","Pb","Pd","pH","PO4_IC","Pt","S","Sb","Sc","Se","Si","Si_XRF","SiO2","SO4_IC","Sr","Te","Th","Ti","Ti_XRF","TiO2","V","Y","Zn"
230,679990,7530000,220,"RUS","SW",20,1,"PLAIN",0.083,38200,67200,14.39,1.88,0.482,1.5,33.8,0.3,0.053,0.001,980,13700,1.92,0.027,0.008794,5.8,42.6,13.8,0.77,0.0005,29100,36700,5.26,0.03,890,22600,2.73,7.5,20.8,7.65,3180,7900,1.32,136,300,0.04,0.4,110,22100,2.99,16.1,0.001229,633,690,0.16,5.96,0.697,5.2,0.002,2.442,492,0.042,3,0.361,171,293100,62.71,15.985,4.4,0.01,8,1180,3470,0.58,42.8,2.4,40.7
231,706353,7650000,200,"RUS","NW",21,21,"RIDGE",0.026,25300,70000,14.99,0.64,0.46,1.5,40.6,0.32,0.034,0.001,2560,27800,3.9,0.029,0.011745,6.8,46.2,12.3,0.88,0.0005,27300,45000,6.44,0.03,590,8800,1.06,8.6,9.9,8.96,3390,13500,2.24,152,610,0.08,0.3,250,22800,3.08,16.6,0.001692,807,690,0.16,3.46,0.577,5.2,0.002,2.328,270,0.005,3.2,0.299,170,267300,57.19,16.047,9.4,0.009,4,1060,3710,0.62,46.5,3.9,37.5
232,622775,7690000,180,"RUS","FLAT",13,21,"PLAIN",0.025,29000,70500,15.1,0.6,1.728,1.5,14.8,0.29,0.017,0.001,1970,22700,3.18,0.03,0.004949,3.1,29.4,7.4,0.87,0.0005,20400,36300,5.2,0.03,200,8500,1.03,7.9,3.3,10.01,1900,9300,1.55,112,540,0.07,0.3,220,21900,2.96,8.5,0.004147,826,690,0.16,3.32,1.08,5.2,0.002,2.412,288,0.005,3.3,0.333,225,277700,59.43,25.293,6.5,0.015,4,618,2690,0.45,33.3,4.9,21.6
233,733318,7440000,100,"RUS","SW",45,1,"RIDGE",0.046,11700,63000,13.48,0.55,0.432,1.5,42.5,0.17,0.02,0.001,1400,19400,2.72,0.022,0.001,4.2,31.4,7.9,0.63,0.0005,11200,19500,2.8,0.03,1260,10400,1.26,5.7,11.2,5.67,2960,6400,1.07,54,300,0.04,0.4,90,24500,3.31,13.4,0.008153,294,340,0.08,1.83,0.955,5.6,0.002,1.76,113,0.005,1.7,0.156,237,321900,68.88,5.504,8,0.006,3,671,1430,0.24,23.2,2.3,21.8
234,695359,7460000,170,"RUS","NW",25,1,"LOWMO",0.015,16000,67100,14.37,0.35,0.272,1.5,34.4,0.14,0.027,0.001,830,22400,3.14,0.015,0.003884,4.5,38.5,9.7,0.45,0.0005,11900,23400,3.36,0.03,1290,8800,1.06,4.4,9.8,3.42,2600,12400,2.07,70.8,380,0.05,0.1,100,27600,3.73,19.6,0.0005,323,260,0.06,1.79,0.706,5.2,0.002,2.071,109,0.005,1.8,0.108,248,321000,68.69,9.65,2.4,0.005,4,650,1730,0.29,20.9,1.3,26.3
235,494700,7790000,260,"NOR","SW",24,10,"PLAIN",0.014,16400,60000,12.84,0.74,0.609,1.5,29.5,0.22,0.022,0.001,1290,14200,2,0.025,0.001,4.4,26.6,13.7,0.55,0.0005,20200,38100,5.45,0.03,570,12000,1.45,14,6.8,6.25,2690,10800,1.8,100,610,0.08,0.4,110,18100,2.45,10.4,0.0005,299,300,0.07,3.73,0.699,5.3,0.002,1.69,162,0.005,3.4,0.309,195,314700,67.33,5.667,5.4,0.022,8,565,2510,0.42,35.8,4.8,27.7
236,423789,7860000,42,"NOR","SE",56,10,"SLOPE",0.016,21600,69700,14.93,5.28,0.562,1.5,80.9,0.35,0.166,0.001,1520,10200,1.43,0.015,0.007169,7.6,25.9,17.5,0.98,0.0005,34200,38300,5.49,0.03,6070,22400,2.7,30.2,19.6,9.51,5280,6500,1.09,158,610,0.08,0.9,90,14700,1.99,13.3,0.002142,810,780,0.18,7.12,0.578,5,0.002,1.744,227,0.017,4.3,0.85,250,287400,61.5,9.531,4.7,0.012,18,2060,4130,0.69,37.4,12.3,52
237,844527,7610000,170,"RUS","N",28,20,"PLAIN",0.036,19100,70600,15.12,0.56,0.446,1.5,32.9,0.27,0.043,0.001,1300,21200,2.98,0.018,0.003196,6.5,31.5,9,0.54,0.0005,21900,26800,3.84,0.03,2060,12100,1.46,18.5,17,5.39,4170,6700,1.12,129,300,0.04,0.2,100,28700,3.88,14.8,0.005365,395,340,0.08,4.18,0.593,5.2,0.002,3.435,114,0.005,1.9,0.183,159,304400,65.13,6.936,9.7,0.012,14,1140,2210,0.37,36.8,3.3,36
238,583516,7520000,255,"FIN","FLAT",32,1,"FLAT",0.034,33400,67800,14.51,1.99,0.292,1.5,25.5,0.45,0.161,0.001,570,11500,1.62,0.016,0.006141,5,51,6.3,0.75,0.0005,31100,33700,4.83,0.03,850,14500,1.75,8.2,14,9.77,2810,6800,1.13,89.3,230,0.03,0.1,70,21400,2.89,16.2,0.0005,281,260,0.06,5.08,1.314,5.6,0.002,3.307,358,0.029,3.1,0.228,164,293200,62.73,12.526,6.4,0.015,11,1120,2510,0.42,40.2,2.7,24.8
241,418400,7660000,450,"NOR","S",18,51,"SLOPE",0.065,19400,60900,13.04,1.1,0.345,1.5,41.4,0.28,0.045,0.001,1430,27800,3.89,0.033,0.001,7.8,94.1,20.1,0.84,0.0005,40900,62800,8.99,0.03,660,8200,0.99,7.4,8.2,7.52,4720,19900,3.31,98.2,690,0.09,0.8,160,21300,2.88,29.9,0.002054,636,610,0.14,3.36,1.123,6.7,0.002,3.825,261,0.005,4,0.226,226,270500,57.88,13.641,8,0.012,7,1280,5750,0.96,94.7,2.8,42.7
243,579570,7800000,220,"NOR",,10,9,"RIDGE",0.014,18900,60300,12.92,4.49,0.528,3,55.9,0.75,0.161,0.001,300,3700,0.53,0.029,0.003604,14.3,27.9,19.6,0.82,0.0005,37800,40200,5.75,0.03,1710,19600,2.37,9,31.7,6.38,4890,8200,1.37,761,770,0.1,0.4,70,11700,1.59,24.6,0.0005,436,430,0.1,10.5,1.228,5.5,0.002,3.024,109,0.061,3.5,0.174,149,315400,67.48,9.664,5,0.033,8,144,4370,0.73,28.7,5.4,68.7
244,563624,7580000,230,"FIN","SW",17,31,"PLAIN",0.028,36300,79900,17.11,1.46,1.351,1.5,75.8,0.24,0.04,0.001,270,5000,0.71,0.022,0.004583,6.9,43.8,25.1,0.71,0.0005,33300,59300,8.48,0.03,470,19000,2.3,16.7,6.5,7.85,2500,13300,2.22,67.4,460,0.06,0.7,60,5400,0.73,36.7,0.0005,220,260,0.06,6.71,1.983,5.3,0.002,2.126,249,0.019,4,0.246,190,279300,59.77,13.681,3.1,0.034,12,623,4730,0.79,44.1,4.2,57.2
245,561075,7520000,300,"FIN","NW",27,1,"PLAIN",0.016,27500,65600,14.05,1.23,0.468,1.5,38.1,0.38,0.067,0.001,420,9500,1.33,0.024,0.003291,5.8,36,6.5,0.63,0.0005,18500,27600,3.96,0.03,810,18800,2.27,10.4,17.9,6.26,2310,6500,1.09,87.1,300,0.04,0.1,70,18200,2.46,18.2,0.0005,271,260,0.06,4.39,1.649,5.3,0.002,2.579,220,0.022,2.5,0.144,151,315900,67.6,14.042,3.8,0.004,11,880,3050,0.51,31.3,3.4,36.4
246,796397,7550000,260,"RUS","W",11,20,"RIDGE",0.031,42300,75900,16.26,5.74,0.903,1.5,66.7,1.11,0.124,0.001,2150,17700,2.49,0.023,0.006072,5.8,40.9,11.5,0.66,0.0005,26700,39400,5.64,0.03,1090,23500,2.84,20.5,10,10.72,3050,6300,1.06,177,920,0.12,0.4,1230,29200,3.94,25.8,0.001255,618,650,0.15,4.95,1.577,5.5,0.002,3.492,244,0.024,2.3,0.239,175,260300,55.71,11.18,99,0.012,12,2160,6530,1.09,60.2,4.7,51.4
247,695643,7700000,190,"RUS","NE",38,21,"RIDGE",0.027,17600,66100,14.16,4.89,0.429,1.5,35.3,0.23,0.122,0.001,480,9500,1.34,0.018,0.003154,3.7,48.9,16.2,0.64,0.0005,24600,33700,4.82,0.03,1510,18800,2.27,14.8,8.7,8.58,3360,6600,1.11,41.8,380,0.05,1.1,60,21100,2.85,10.5,0.0005,240,300,0.07,4.03,1.244,5.2,0.002,1.538,225,0.005,3,0.482,167,300300,64.27,9.919,2.2,0.028,10,836,2150,0.36,49.4,2.4,21
248,411950,7830000,70,"NOR","W",26,10,"LOWMO",0.005,12600,58700,12.57,1.98,0.266,1.5,38.4,0.17,0.05,0.001,1270,11500,1.62,0.008,0.00222,8.7,15.8,2.8,0.83,0.0005,34200,37200,5.32,0.03,5280,18300,2.21,4.9,4.8,3.86,5370,6500,1.08,221,460,0.06,0.3,40,20100,2.71,13.6,0.0005,350,340,0.08,2.94,0.781,5.1,0.002,0.566,48,0.014,1.4,0.056,138,328300,70.26,4.34,14.6,0.0015,11,1730,4970,0.83,31.9,5.1,49.4
249,445372,7510000,245,"FIN","SW",19,51,"PLAIN",0.126,27900,61600,13.2,19.4,0.967,1.5,39.7,0.45,0.06,0.001,1120,12800,1.8,0.046,0.003269,11.6,70.8,36.8,0.82,0.0005,52800,53800,7.7,0.03,410,14800,1.79,7.2,16.2,8.07,6230,10300,1.72,322,540,0.07,1.7,90,18500,2.5,34.7,0.0005,556,520,0.12,4.45,1.396,5.4,0.002,3.295,153,0.367,5.1,0.228,186,292400,62.57,8.899,7.3,0.034,9,1240,4370,0.73,79.3,3,80
250,800872,7690000,140,"RUS","E",20,4,"RIDGE",0.009,11100,64900,13.9,0.21,0.298,1.5,12.6,0.12,0.01,0.001,1090,21000,2.95,0.012,0.004783,2.6,23.5,3.5,0.74,0.0005,12100,21100,3.02,0.03,320,8700,1.05,7.2,3.5,7.69,1570,5400,0.91,45.1,300,0.04,0.2,110,28400,3.83,8,0.006659,343,340,0.08,1.67,0.491,5.4,0.002,1.026,153,0.005,1.7,0.3,220,306400,65.56,8.378,5,0.012,4,387,1430,0.24,20.9,2.3,12.6
251,787972,7430000,40,"RUS","FLAT",12,32,"RIDGE",0.015,15400,63800,13.67,1.6,1.029,1.5,20.9,0.23,0.041,0.001,2560,37500,5.26,0.023,0.007057,10,94.9,14.4,1.05,0.0005,28600,62300,8.91,0.03,440,8200,0.99,3.7,11.5,7.04,6130,26200,4.35,116,850,0.11,0.5,340,19900,2.69,54.9,0.0005,355,390,0.09,3.14,1.827,5.2,0.002,2.768,128,0.031,2.8,0.074,182,261200,55.9,13.576,6.8,0.016,4,1280,4430,0.74,52.5,2.3,32.3
252,789595,7670000,230,"RUS","E",25,4,"RIDGE",0.009,8340,66700,14.29,0.12,4.102,1.5,22.2,0.1,0.013,0.001,1740,22700,3.18,0.018,0.00269,4.2,21,7,0.51,0.0005,11900,23200,3.32,0.03,720,10700,1.29,11,4.8,5.69,2050,6900,1.15,75,380,0.05,0.2,150,28500,3.85,11.1,0.005216,432,430,0.1,1.52,0.484,5.3,0.002,0.569,119,0.005,1.5,0.107,158,310100,66.36,4.561,7.6,0.006,5,513,1910,0.32,23.4,2.8,14.4
253,398532,7660000,380,"NOR","FLAT",14,1,"FLAT",0.02,10300,60600,12.97,0.05,0.395,1.5,13.7,0.17,0.035,0.001,1420,19800,2.78,0.012,0.002095,3.4,19.6,4.3,0.49,0.0005,12300,22200,3.18,0.03,530,14300,1.73,10.3,4.7,3.45,1900,7400,1.23,58.4,300,0.04,0.1,130,28200,3.81,7,0.001968,343,300,0.07,2.28,0.61,5.3,0.002,0.915,81,0.005,1.4,0.055,157,328600,70.32,8.694,7.7,0.005,6,782,2510,0.42,25.9,2.1,13.4
256,458717,7710000,320,"FIN","SE",30,31,"PLAIN",0.022,24400,68800,14.72,0.71,0.64,1.5,49.5,0.22,0.026,0.001,1260,18000,2.53,0.012,0.005678,7.8,73.3,20,0.72,0.0005,39400,65000,9.3,0.03,810,12900,1.56,11.2,7.2,7.31,4680,18500,3.07,102,610,0.08,0.8,180,14800,2,29.9,0.001047,502,520,0.12,3.56,1.097,5.3,0.002,1.801,214,0.021,3.6,0.146,167,272800,58.37,8.149,6.1,0.027,9,1500,5030,0.84,85.5,3.2,44.5
258,811453,7540000,370,"RUS","NW",25,83,"HIMO",0.016,39200,74000,15.85,2,0.318,1.5,75.5,0.84,0.308,0.001,1450,17300,2.43,0.023,0.002627,3.8,31.7,7.9,0.74,0.0005,15600,31700,4.54,0.03,850,21200,2.56,20.4,6.6,13.66,2030,5900,0.99,172,770,0.1,0.3,660,25000,3.38,15.8,0.002684,531,560,0.13,3.43,0.611,5.3,0.002,1.369,348,0.028,1.8,0.385,168,257100,55.02,22.725,167,0.014,8,1680,5150,0.86,29.8,6.5,35.2
261,439250,7710000,320,"NOR","FLAT",8,1,"LOWMO",0.009,26000,61600,13.19,0.55,0.857,1.5,20.4,0.28,0.026,0.001,2570,20600,2.89,0.018,0.002991,9.1,97,19,0.68,0.0005,35100,48500,6.94,0.03,240,6800,0.82,6,7.8,9.56,5450,17900,2.97,91.5,380,0.05,0.3,340,25400,3.43,34.4,0.001058,312,340,0.08,1.97,1.016,5.5,0.002,2.409,197,0.005,4.5,0.146,150,276300,59.12,8.04,6.4,0.008,5,1260,4430,0.74,86,4.3,19.9
262,617702,7480000,320,"FIN","NW",22,1,"PLAIN",0.035,34700,75200,16.11,4.75,0.712,1.5,74.4,0.38,0.143,0.001,1030,18500,2.6,0.023,0.002583,11.8,111,18.6,0.58,0.0005,30500,37200,5.32,0.03,1660,8700,1.05,12,24.8,9.34,7560,12900,2.15,121,380,0.05,0.6,120,23200,3.14,51.2,0.0005,287,300,0.07,3.42,1.029,5.5,0.002,2.714,193,0.019,6.6,0.108,169,278500,59.6,9.066,7,0.013,6,1250,3110,0.52,62.8,3.1,47.8
263,775412,7660000,180,"RUS","FLAT",22,4,"RIDGE",0.041,26100,72500,15.53,0.48,0.379,1.5,16.9,0.24,0.022,0.001,1320,25000,3.5,0.017,0.009363,4.6,38.1,8.3,0.63,0.0005,21700,36300,5.2,0.03,490,8100,0.98,6.7,5.5,7.89,2060,9300,1.55,58.8,540,0.07,0.3,180,22700,3.06,16.1,0.001574,397,390,0.09,1.75,0.857,5.4,0.002,1.789,257,0.005,3.4,0.165,179,289400,61.92,13.076,4.8,0.004,5,760,2270,0.38,35.8,2.8,16.1
264,659503,7400000,80,"RUS","FLAT",15,1,"DEEPVAL",0.052,22800,61600,13.19,1.36,1.721,1.5,50.5,0.3,0.047,0.001,3300,25000,3.5,0.025,0.003616,13.8,119,23.8,0.9,0.0005,42400,54700,7.83,0.03,1910,11300,1.37,10.3,16.2,7.03,12200,24600,4.08,196,540,0.07,0.5,180,22100,2.98,39.5,0.00639,569,560,0.13,1.79,1.567,5.7,0.002,2.23,104,0.005,5,0.183,135,277900,59.46,9.691,16.1,0.004,7,1720,4430,0.74,80.2,3.8,34.9
265,691342,7510000,150,"RUS","E",30,1,"SLOPE",0.017,9970,59900,12.83,0.32,0.479,1.5,13.5,0.18,0.022,0.001,940,15500,2.17,0.016,0.006458,1.6,12,3.1,0.74,0.0005,6910,9000,1.3,0.03,350,16900,2.04,5.6,4.8,4.3,970,2700,0.45,31.4,150,0.02,0.3,80,26300,3.55,5.2,0.009765,397,260,0.06,1.54,0.46,5.3,0.002,0.25,119,0.005,0.5,0.097,158,340000,72.75,5.155,5.3,0.0015,1.5,304,770,0.13,9.7,1.6,9.4
266,861309,7460000,140,"RUS","S",17,51,"PLAIN",0.015,25100,70200,15.03,1.97,0.628,1.5,24.3,0.56,0.021,0.001,1110,15700,2.21,0.027,0.005371,5.3,32.9,8.1,0.42,0.0005,18700,25900,3.71,0.03,380,21100,2.55,11.4,5.5,5.53,2090,5600,0.93,112,380,0.05,0.6,120,26500,3.58,18.8,0.0005,543,430,0.1,2.7,1.294,5.4,0.002,1.925,225,0.029,2.3,0.103,204,306400,65.57,8.644,20.8,0.0015,7,853,2690,0.45,29.4,3.6,31.7
267,487450,7810000,70,"NOR","FLAT",24,10,"LOWMO",0.0005,17100,63800,13.66,2.25,0.302,1.5,34.1,0.26,0.038,0.001,2370,11100,1.56,0.006,0.003628,9.3,69.6,18.3,0.89,0.0005,35100,36000,5.15,0.03,1680,21000,2.53,11.5,16.1,4.19,12800,14200,2.37,229,380,0.05,0.7,110,26100,3.53,32.3,0.0005,340,300,0.07,2.18,0.791,5.1,0.002,0.991,75,0.025,3.4,0.075,113,309700,66.27,7.103,26.9,0.016,11,1780,2990,0.5,58.9,4.3,41.9
271,543182,7560000,290,"FIN","SW",14,31,"FLAT",0.059,35400,70600,15.11,1.38,1.153,1.5,79.4,0.25,0.033,0.001,300,5500,0.78,0.029,0.005056,7.6,46.8,19.5,0.67,0.0005,29800,51100,7.32,0.03,650,17300,2.09,16.1,8,6.72,2810,12600,2.1,64.1,380,0.05,0.8,60,5400,0.74,31.7,0.0005,277,300,0.07,5.19,1.487,5.1,0.002,2.485,247,0.022,3.9,0.276,136,298600,63.89,13.174,3.7,0.026,11,696,4190,0.7,45.3,4.3,67.7
272,454219,7510000,280,"FIN","SE",10,51,"PLAT",0.119,23900,60300,12.91,15.4,2.121,1.5,27,0.35,0.041,0.001,1030,15600,2.19,0.044,0.004705,12.7,60.3,33.3,0.75,0.0005,41500,51600,7.39,0.03,260,14700,1.78,5.7,10.7,6.91,5040,10700,1.78,271,610,0.08,1.3,80,18100,2.44,31.2,0.0005,478,480,0.11,3.97,1.305,5.3,0.002,2.857,149,0.29,4.7,0.238,162,294000,62.92,11.325,6.5,0.032,7,1500,4790,0.8,74.2,2.9,65.8
273,569022,7680000,150,"FIN","FLAT",22,20,"FLAT",0.011,16200,65100,13.93,0.76,1.113,1.5,22.2,0.22,0.026,0.001,1670,20800,2.92,0.017,0.003502,4.1,15.6,17.6,0.72,0.0005,16000,24800,3.55,0.03,710,15500,1.87,8.4,9.2,3.72,2770,7100,1.18,101,300,0.04,0.1,130,25500,3.45,8,0.0005,264,260,0.06,2.97,1.053,5.1,0.002,3.01,126,0.005,1.9,0.097,272,320200,68.52,13.878,6.1,0.005,6,870,1970,0.33,27,2.5,20.8
274,722289,7700000,110,"RUS",,15,4,"RIDGE",0.018,20800,67800,14.51,2.04,0.356,1.5,134,0.79,0.038,0.001,5270,14400,2.02,0.011,0.005967,8.9,13.2,0.9,1.1,0.001207,70700,64600,9.25,0.03,1560,25400,3.06,118,18.1,10.35,9420,10200,1.7,284,460,0.06,1.5,160,23500,3.18,4,0.0005,3260,3180,0.73,27.7,0.703,4.9,0.002,2.868,310,0.005,4.8,0.258,152,247700,53.01,22.841,31.7,0.013,41,2960,6350,1.06,114,10,53.5
275,577964,7750000,230,"NOR","FLAT",19,20,"PLAIN",0.011,12200,62000,13.28,0.41,0.463,1.5,5.6,0.14,0.031,0.001,1230,18300,2.57,0.017,0.002181,2.6,13.5,3.9,0.61,0.0005,10700,25800,3.69,0.03,260,15100,1.83,4.5,4,4.68,1420,6800,1.13,108,460,0.06,0.2,130,23300,3.15,5.1,0.002365,378,340,0.08,2.51,0.505,5.2,0.002,2.016,124,0.005,1.7,0.155,243,330200,70.66,11.193,3.6,0.005,3,622,2390,0.4,17.7,2.5,11.2
276,664417,7440000,190,"RUS","S",25,1,"PLAIN",0.017,23400,69700,14.92,1.01,0.05,1.5,56.1,0.53,0.02,0.001,2690,24400,3.42,0.033,0.005585,5.7,38.6,7.5,0.89,0.0005,22700,32300,4.63,0.03,910,10800,1.31,13.1,13.7,8.39,3430,10600,1.76,104,380,0.05,0.4,130,25500,3.45,14,0.02192,1440,1170,0.27,3.34,1.116,5.3,0.002,1.135,150,0.005,2.2,0.117,154,284500,60.88,8.678,21.2,0.0015,5,1060,2690,0.45,38.8,3,47.8
277,451620,7650000,230,"FIN","NW",12,6,"PLAIN",0.008,11800,59900,12.82,0.91,0.279,1.5,17.4,0.18,0.028,0.001,1620,27800,3.89,0.016,0.002289,9.1,126,17.2,0.46,0.0005,24400,43200,6.19,0.03,430,12200,1.47,8.2,6.7,3.32,4910,21400,3.55,147,610,0.08,0.3,160,24500,3.31,42.7,0.0005,447,390,0.09,2.21,1.135,5.2,0.002,1.384,71,0.005,2.1,0.085,285,302400,64.7,9.217,7.9,0.01,6,1030,3170,0.53,50.5,1.8,26.2
278,725745,7660000,200,"RUS","SW",32,20,"RIDGE",0.043,18700,65400,14.01,1.38,0.386,1.5,49.6,0.39,0.056,0.001,2090,24600,3.45,0.028,0.00483,5.9,61.1,12.7,1.06,0.0005,30100,44600,6.39,0.03,870,9700,1.18,25.3,11.2,11.39,4370,13000,2.16,114,540,0.07,0.6,200,22500,3.04,21.1,0.01569,549,650,0.15,4.71,1.274,5.6,0.002,0.979,265,0.005,3.3,0.302,158,267400,57.23,14.719,9.5,0.008,8,1170,3890,0.65,52.8,6.4,30.5
280,802101,7640000,230,"RUS","FLAT",12,4,"RIDGE",0.018,20800,72800,15.59,0.7,0.223,1.5,19.6,0.19,0.018,0.001,1500,24500,3.44,0.019,0.003144,4.5,31.1,7.3,0.48,0.0005,13800,29200,4.18,0.03,470,9300,1.13,7.2,5.2,9.11,1850,9400,1.57,45,380,0.05,0.3,190,24500,3.31,18,0.0005,425,430,0.1,1.85,1.34,5.4,0.002,1.531,173,0.005,2,0.252,138,286200,61.24,6.536,7.3,0.004,3,480,2150,0.36,26.9,2.5,13.8
281,431278,7580000,320,"FIN","S",13,51,"FLAT",0.014,19600,66200,14.18,1.45,0.132,1.5,37.3,0.25,0.038,0.001,1180,21000,2.94,0.03,0.004995,6.3,24.7,12.7,0.75,0.0005,18100,30000,4.29,0.03,540,12700,1.54,5.3,7,5.75,2710,8900,1.49,84.4,380,0.05,0.3,120,24500,3.31,15.6,0.0005,191,210,0.05,3.25,0.476,5,0.002,0.877,111,0.021,2.1,0.129,150,309000,66.12,6.696,6.2,0.006,5,915,2870,0.48,36.2,2,26.7
282,773278,7590000,180,"RUS","W",36,20,"LOWMO",0.006,8160,65400,14.01,0.33,4.257,1.5,14.1,0.11,0.007,0.001,600,21200,2.97,0.019,0.002199,2.6,9.9,3.8,0.35,0.0005,5170,15800,2.26,0.03,440,8900,1.08,5.9,2.8,2.66,800,4700,0.79,73.5,300,0.04,0.1,70,28700,3.87,7.5,0.0005,173,210,0.05,1.18,0.773,5.6,0.002,0.756,41,0.005,0.8,0.033,369,334900,71.67,6.569,3.9,0.0015,4,228,1130,0.19,9.8,1.3,11.8
283,823505,7620000,230,"RUS","FLAT",15,20,"PLAIN",0.02,23000,67500,14.45,1.03,0.22,1.5,25.9,0.32,0.038,0.001,960,18500,2.59,0.012,0.004004,5.1,44.4,8.5,0.62,0.0005,25800,30200,4.32,0.03,570,11300,1.37,10,8.5,8.73,2430,7200,1.21,60.2,300,0.04,0.2,90,24700,3.34,17.1,0.005395,526,430,0.1,3.12,0.47,5.8,0.002,0.611,199,0.005,2.4,0.267,127,295400,63.21,5.633,7.1,0.007,6,992,2090,0.35,51.7,2.9,20.1
286,398442,7450000,200,"FIN","S",37,51,"PLAIN",0.009,13200,63100,13.51,1.6,0.465,1.5,29.6,0.34,0.03,0.001,1520,17100,2.4,0.008,0.001,4.7,35,5.9,0.64,0.0005,23100,31800,4.56,0.03,600,20300,2.45,12.3,8.6,4.8,2950,8600,1.44,82.6,300,0.04,0.3,100,24800,3.35,11.1,0.0005,641,610,0.14,3.47,0.996,5.3,0.002,1.761,107,0.025,2.2,0.117,128,311100,66.58,9.534,6.1,0.0015,9,978,3230,0.54,46.9,3.9,15.1
288,671948,7520000,150,"RUS","S",25,1,"RIDGE",0.045,22700,69900,14.97,0.79,0.542,1.5,34.8,0.4,0.044,0.001,1520,22200,3.11,0.019,0.003216,5.7,35.2,10.8,0.61,0.0005,17300,28100,4.03,0.03,640,13300,1.61,5.8,19.5,6.67,2840,9300,1.55,108,380,0.05,0.1,120,24800,3.35,21.6,0.0005,966,910,0.21,3.88,1.07,5.7,0.002,1.246,109,0.011,2.2,0.131,121,297300,63.62,10.073,5.7,0.006,6,853,2090,0.35,30.3,2.3,45.4
289,577870,7760000,200,"NOR","FLAT",24,20,"DEEPVAL",0.007,7780,60400,12.94,0.3,0.152,1.5,10.3,0.15,0.03,0.001,1010,16200,2.28,0.016,0.001,4,18.8,11.1,0.36,0.0005,10800,23200,3.32,0.03,370,16400,1.98,5.7,9.9,3.11,3250,8000,1.33,111,380,0.05,0.1,90,24900,3.36,12.4,0.0005,194,210,0.05,2.4,0.941,5.5,0.002,1.399,41,0.005,1.4,0.091,155,332700,71.2,4.241,3.5,0.0015,5,521,1850,0.31,20.7,1.9,25.2
290,540833,7460000,220,"FIN","FLAT",24,51,"PLAIN",0.009,9850,52000,11.14,0.79,1.17,1.5,9.1,0.15,0.03,0.001,880,18500,2.6,0.013,0.003337,3.7,46.4,6,0.61,0.0005,14100,32000,4.58,0.03,230,12500,1.51,7,4.6,5.52,2390,12700,2.11,46.2,380,0.05,0.1,80,20000,2.7,11.6,0.002249,130,170,0.04,1.49,1.114,5.2,0.002,1.884,80,0.015,1.9,0.097,160,321100,68.71,5.795,2.7,0.0015,4,616,3530,0.59,35.8,2.6,8.5
291,786258,7570000,240,"RUS","SE",7,20,"SLOPE",0.016,14700,68900,14.76,0.44,0.069,1.5,34.2,0.2,0.022,0.001,1810,24200,3.4,0.023,0.004625,5.5,28.7,10,0.65,0.0005,14900,29500,4.23,0.03,1100,11500,1.39,9.3,6.9,4.83,3080,9800,1.63,96.8,460,0.06,0.1,250,25900,3.5,18.1,0.004865,236,260,0.06,2,0.513,5.1,0.002,0.634,116,0.012,2.2,0.093,134,305100,65.28,11.411,8.8,0.005,5,917,2570,0.43,31.7,2.5,24
292,810467,7490000,140,"RUS","FLAT",19,1,"FLAT",0.024,16900,64600,13.84,1.03,0.131,1.5,22.3,0.27,0.038,0.001,1520,22700,3.18,0.022,0.002732,4.9,35.4,6.4,0.59,0.0005,17900,32000,4.58,0.03,460,12900,1.56,4.8,8.4,6.04,2120,8300,1.38,117,540,0.07,0.2,150,25100,3.39,13,0.0005,590,560,0.13,3.26,0.962,5.4,0.002,1.314,161,0.023,2,0.141,159,302900,64.81,14.304,11.6,0.007,5,1150,3530,0.59,34.5,2.2,35.9
293,440300,7660000,260,"NOR","FLAT",14,51,"FLAT",0.03,22200,72300,15.48,2.59,0.795,1.5,76.8,0.26,0.039,0.001,3010,33000,4.62,0.024,0.006699,9.7,38.2,37.2,0.75,0.0005,35100,59300,8.48,0.03,1200,7700,0.93,18.3,8.3,6.61,5150,16500,2.75,132,690,0.09,0.7,250,24400,3.3,23.7,0.004007,621,610,0.14,3.35,0.847,5.1,0.002,0.943,150,0.014,3.7,0.24,143,262400,56.15,11.335,15.6,0.017,8,1730,5750,0.96,83.6,3.7,40.7
295,454769,7630000,312,"FIN","E",15,31,"FLAT",0.117,39900,85500,18.31,1.94,1.103,1.5,86.9,0.64,0.063,0.001,400,5800,0.82,0.016,0.006466,11.1,61,59.9,0.65,0.0005,43200,62500,8.94,0.03,2750,20900,2.52,17.9,12.2,9,6310,13300,2.22,68.8,380,0.05,2.7,90,8000,1.08,58.7,0.001012,283,340,0.08,8.91,1.642,5.1,0.002,0.25,295,0.028,4,0.474,111,256100,54.8,8.283,4.5,0.06,12,1880,4550,0.76,74.5,4.1,104
