"ID","XCOO","YCOO","ELEV","COUN","ASP","TOPC","LITO","Ac_228","As","Au","Ba","Bi_214","Br","Ca","Ce","Co","Cr","Cs","Cs_137","EC","Eu","Fe","Hf","Hg","K_40","La","LOI","Lu","Mo","Na","Nd","Ni","pH","Rb","Sb","Sc","Sm","Sr","Tb","Th","U","W","Yb","Zn"
627,401820,7530000,232,"FIN","SE",45,51,8.7,1.8,0.001,560,6.8,1.3,20000,16,5,39,0.5,21,27.5,0.6,18700,5,0.5,330.5,8.4,14.9,0.22,0.5,19900,2.5,10,4.4,50,0.3,7.5,1.4,250,0.25,2.6,0.8,0.5,1.1,25
628,614500,7570000,130,"RUS","S",55,32,33.3,0.25,0.005,390,7.5,2,10000,51,14,170,0.5,40.1,12.5,0.8,57300,6,0.5,236.7,26,9.38,0.75,0.5,6900,18,10,5,28,0.05,23,4.4,250,0.9,11,0.25,0.5,5,95
631,476540,7570000,280,"FIN","NE",35,1,11.4,2,0.005,420,9.6,3.7,20000,13,18,140,0.5,26.5,25.9,0.6,48900,5,0.5,532.8,6.6,17.1,0.28,0.5,19000,8,10,4.4,49,0.3,17,1.5,250,0.25,2.9,1.6,0.5,1.9,70
632,532337,7510000,,,,,,10.3,0.25,0.001,260,7.1,6.5,5000,9,5,93,0.5,40.7,42.9,0.2,12400,3,0.5,287.6,5,45.7,0.1,0.5,10400,2.5,10,4.2,26,0.2,4.9,0.7,250,0.25,3.1,1.2,0.5,0.6,25
633,484107,7420000,260,"FIN","N",51,1,14.2,0.5,0.001,710,9.5,2.9,5000,14,2,22,0.5,32.8,26.6,0.3,6900,7,0.5,403,7.3,31.1,0.14,5,16000,7,10,4.3,50,0.4,3.1,1,250,0.25,4,0.25,0.5,0.8,25
634,634681,7450000,280,"RUS","NW",52,1,8.2,1.1,0.002,570,4.9,1.5,10000,14,2,50,0.5,25.1,13.8,0.4,7900,5,0.5,444.8,7.1,8.62,0.08,0.5,21000,2.5,10,4.6,36,0.1,3.1,0.9,250,0.25,1.8,0.25,0.5,0.5,25
635,698130,7480000,200,"RUS","NW",45,1,4.3,0.25,0.001,280,5.5,2.7,20000,6,4,49,0.5,43.7,32.2,0.3,9300,3,0.5,202.5,2.4,30.3,0.08,0.5,19300,2.5,10,4.2,7.5,0.3,4,0.5,250,0.25,1.1,0.25,0.5,0.5,25
636,498801,7540000,310,"FIN","W",46,7,8.3,2.7,0.001,420,9.4,0.25,5000,15,10,150,0.5,26.8,15.7,0.4,25900,6,0.5,280,6.8,9.53,0.22,0.5,18400,6,10,4.5,25,0.3,7.2,1.2,250,0.25,2.9,0.25,0.5,1.3,52
638,638087,7570000,310,"RUS","NE",42,1,11.8,0.25,0.001,390,4.8,2.4,20000,21,5,240,0.5,47.1,23,0.5,19000,5,0.5,268.3,10,11.5,0.23,0.5,17500,9,10,4.5,7.5,0.05,7.5,1.7,250,0.25,3.3,0.25,0.5,1.6,25
639,773463,7560000,210,"RUS","W",30,20,9.2,0.25,0.001,420,7.1,2.7,20000,22,5,71,1,21.2,20.7,0.6,17100,5,0.5,244.1,11,21.8,0.18,0.5,22200,13,10,4.4,33,0.05,6,1.6,600,0.25,2.7,0.25,0.5,1,25
640,603600,7670000,180,"RUS","FLAT",32,22,15.9,0.25,0.001,340,7.8,5.1,10000,35,6,54,0.5,48.1,26,0.7,23400,7,0.5,197.9,19,21.4,0.3,0.5,14800,12,120,4.3,7.5,0.05,9.7,2.5,250,0.25,4.6,0.25,0.5,1.7,51
641,417034,7480000,,,,,,13.7,0.25,0.001,460,12.8,1.1,10000,16,3,62,0.5,24.7,18.5,0.4,11300,5,0.5,442,7.9,9.4,0.13,3,17800,8,10,4.4,33,0.2,4.5,1.1,250,0.25,3,0.25,0.5,0.8,25
642,444423,7570000,310,"FIN","SW",40,1,5.7,1.4,0.001,640,6.9,0.25,20000,8,5,66,0.5,12.3,18.2,0.3,17200,4,0.5,292.2,3.4,7.05,0.11,0.5,20100,2.5,10,4.4,41,0.2,6.9,0.6,700,0.25,1.5,1.3,0.5,0.7,25
643,634063,7470000,300,"RUS","FLAT",34,1,7.9,0.25,0.001,460,3.7,0.25,5000,10,2,20,0.5,29.6,21,0.3,4700,3,0.5,284.5,5.1,14.4,0.09,0.5,19800,2.5,10,4.6,29,0.05,2,0.8,250,0.25,1.6,0.25,0.5,0.5,25
646,639808,7540000,130,"RUS","FLAT",35,1,5,1.3,0.001,370,3.4,3.6,20000,8,3,100,0.5,22.4,25.7,0.4,9800,4,0.5,197.3,4.5,30.3,0.12,0.5,21200,2.5,10,4.4,31,0.2,4.3,0.9,250,0.25,1.3,0.25,0.5,0.7,25
647,476860,7500000,,,,,,4.9,1.5,0.001,290,0.1,2.2,5000,9,6,200,0.5,33.8,36,0.3,14500,3,0.5,166.8,4.6,28.4,0.13,0.5,9600,5,10,4.2,26,0.4,5.9,0.7,250,0.25,1.8,1.1,0.5,0.6,25
648,677411,7450000,270,"RUS","FLAT",44,1,2.4,0.25,0.001,300,1.9,9.6,20000,12,10,260,0.5,20,12.5,0.4,16700,4,0.5,157.5,5.8,7.43,0.09,0.5,26700,2.5,10,4.7,7.5,0.05,5.5,0.9,500,0.25,0.8,0.25,0.5,0.5,25
649,494102,7700000,280,"FIN","S",40,32,17.9,0.25,0.001,500,3.2,8.1,10000,45,9,100,0.5,25.7,15.5,0.8,36400,7,0.5,236.4,25,16.6,0.45,0.5,10600,15,10,4.8,7.5,0.05,13,3.3,250,0.25,7.6,1.6,0.5,2.6,76
650,451700,7810000,70,"NOR","FLAT",63,10,11.8,0.25,0.001,25,8.4,7.2,5000,22,3,32,0.5,65.2,24.4,0.4,9000,10,0.5,123.8,11,15.3,0.27,0.5,4000,7,10,4.6,15,0.05,4,1.6,250,0.25,3.5,1.4,0.5,1.6,25
651,428129,7590000,340,"FIN","S",35,51,9.6,1.1,0.001,360,9.2,2.9,20000,14,15,79,1,44.7,22.6,0.8,42600,7,0.5,308,6.5,27.2,0.29,0.5,16800,2.5,10,4.6,24,0.2,16,1.7,250,0.25,2.6,1.5,0.5,1.9,80
652,465051,7770000,500,"NOR","FLAT",30,10,19,0.25,0.001,360,5.9,5.8,5000,40,5,65,1,25.6,14.6,0.6,26900,6,0.5,320.1,23,11.5,0.46,0.5,4300,17,10,4.5,51,0.05,11,3.1,250,0.7,6.2,0.25,0.5,2.8,53
653,587750,7690000,95,"NOR","E",50,51,3,0.25,0.001,270,0.1,4.2,20000,5,4,21,0.5,35.6,25.1,0.3,10800,2,0.5,159.4,2.5,21.6,0.11,0.5,17500,2.5,10,4.3,20,0.05,4.3,0.5,250,0.25,0.7,0.25,0.5,0.6,25
654,423243,7720000,340,"NOR","FLAT",42,1,6.5,0.8,0.001,340,4.2,5,5000,4,2,41,0.5,49.1,21.5,0.1,5600,4,0.5,418,2.3,21.2,0.06,0.5,8800,2.5,10,4.4,27,0.05,2.3,0.3,250,0.25,1,0.25,0.5,0.4,25
655,425231,7610000,340,"FIN","E",40,51,12,1.3,0.001,490,10.5,5.5,30000,17,15,180,0.5,9.5,9,0.6,36100,4,0.5,281.9,9.1,8.25,0.21,0.5,21000,6,10,4.9,32,0.05,15,1.6,250,0.25,3.5,0.25,0.5,1.3,70
656,667889,7620000,100,"RUS","FLAT",25,22,17.5,0.25,0.001,510,8.1,2.8,20000,38,10,110,0.5,41.4,22.4,1,41700,6,0.5,257.3,21,11.2,0.39,0.5,15500,16,10,4.4,20,0.2,15,3,600,0.6,4,0.9,2,2.9,56
657,601100,7690000,60,"RUS","N",57,51,6.2,0.25,0.001,320,3.4,2.9,20000,13,6,40,0.5,18.7,14.6,0.4,22800,3,0.5,185.8,5.7,10.2,0.18,0.5,21400,6,10,4.5,29,0.05,9.5,1,600,0.25,1.8,0.25,0.5,1.2,55
658,580500,7610000,100,"RUS","FLAT",53,31,41.2,0.25,0.005,670,9.1,6,5000,73,6,120,0.5,11.1,10,1.3,31300,10,0.5,391.3,42,16.9,0.46,0.5,7100,24,10,4.9,55,0.05,13,4.8,250,0.7,13,0.25,0.5,2.8,66
661,810865,7490000,,,,,,4.7,0.25,0.001,380,3.6,3.1,20000,16,6,110,0.5,15.3,19.6,0.4,17500,5,0.5,257,7.2,11.2,0.17,0.5,23500,7,81,4.4,33,0.05,6.5,1.2,250,0.25,1.5,0.25,0.5,0.8,25
662,575250,7860000,50,"NOR","FLAT",68,9,9.7,0.25,0.001,25,8.5,70,5000,9,3,10,0.5,169,59.7,0.1,4000,1,0.5,75.5,3,91.8,0.09,0.5,1400,6,10,4.2,7.5,0.2,1.8,0.6,250,0.25,1.1,0.25,0.5,0.4,25
663,703600,7680000,160,"RUS","FLAT",38,20,14.4,0.25,0.001,620,7.2,2.5,20000,37,6,59,0.5,31.3,23.5,0.8,21900,11,0.5,313.3,20,7.95,0.27,0.5,19000,14,10,4.6,38,0.05,7.4,2.4,250,0.5,5.3,0.25,0.5,1.6,25
665,530950,7830000,,,,,,14.2,2.5,0.001,130,5.4,62,5000,23,3,18,2,153,45,0.4,5400,2,0.5,193.6,10,75.5,0.17,0.5,1000,14,10,4.3,28,0.3,3.2,1.8,250,0.5,2.7,0.25,0.5,1,74
666,394943,7530000,260,"FIN","SW",42,51,17.4,1.5,0.001,530,10.6,0.25,5000,21,6,43,0.5,33.1,21.7,0.6,21600,6,0.5,485.9,11,15.5,0.21,0.5,16800,7,10,4.4,56,0.2,7.2,1.6,250,0.25,3.6,1.3,0.5,1.1,25
667,455068,7420000,235,"FIN","NE",40,7,36.3,1.3,0.001,680,9.2,2.4,5000,40,2,2.5,0.5,27.8,22.5,0.4,9000,5,0.5,474.8,24,17.6,0.09,1,15700,11,10,4.3,54,0.2,1.6,1.8,250,0.25,14,1.6,0.5,0.5,25
668,512295,7730000,277,"FIN","NE",45,20,13.8,0.25,0.001,380,4.2,6.3,10000,26,5,53,0.5,36.9,19.3,0.7,22100,5,0.5,220.2,14,15.1,0.25,0.5,17900,12,10,4.5,22,0.05,9.7,2,250,0.25,3.6,0.25,0.5,1.7,25
669,759483,7670000,,,,,,4.3,0.25,0.001,150,1.4,8.1,20000,11,2,12,0.5,26.6,15.3,0.5,10000,4,0.5,100.9,7,11.8,0.09,0.5,31700,5,10,4.5,7.5,0.1,3,0.9,250,0.25,1,0.25,0.5,0.6,25
670,586615,7390000,280,"FIN","NW",55,52,9.5,0.25,0.001,360,7.1,2.5,5000,8,2,24,0.5,59.1,31.6,0.2,5200,2,0.5,374.8,4.5,27.4,0.025,0.5,10100,2.5,10,4.2,29,0.3,1.6,0.5,250,0.25,1.6,0.25,0.5,0.3,25
671,568072,7710000,180,"FIN","N",50,7,26.3,0.25,0.001,570,14.7,8.2,10000,21,3,21,0.5,46,15.7,0.4,12500,7,0.5,561,12,14.3,0.13,0.5,19100,8,10,4.6,78,0.05,4.3,1.3,250,0.25,6.1,1.8,0.5,1,25
672,527100,7860000,40,"NOR","FLAT",42,10,7.4,0.25,0.001,210,0.1,78,5000,7,3,2.5,0.5,69.4,45.9,0.1,6600,3,0.5,85.9,2.9,77.4,0.22,0.5,4800,2.5,10,4.4,7.5,0.05,2.7,0.5,250,0.25,1.2,0.25,0.5,1.3,25
673,633600,7520000,,,,,,3.9,0.25,0.001,410,3.3,0.25,20000,6,5,93,0.5,11.9,10.2,0.1,13700,4,0.5,222.4,3.1,6.4,0.12,0.5,23000,2.5,10,4.7,43,0.05,5.6,0.6,250,0.25,1,1.1,0.5,0.7,25
676,632100,7800000,50,"NOR","FLAT",50,9,0.4,0.25,0.001,25,12.2,43,5000,3,3,2.5,0.5,105.9,70.8,0.1,2600,1,0.5,68.3,2.1,92.8,0.025,0.5,1300,2.5,10,4,7.5,0.6,0.8,0.3,250,0.25,0.8,0.25,0.5,0.1,25
677,627814,7670000,210,"RUS","FLAT",33,21,8.4,1,0.001,470,4.2,2,5000,21,6,59,0.5,9.2,8.4,0.6,22000,5,0.5,220,12,2.43,0.24,0.5,18100,10,10,4.8,7.5,0.05,9.4,1.8,250,0.25,3.1,1.1,0.5,1.5,25
678,714497,7470000,180,"RUS","FLAT",40,1,3.2,0.25,0.001,320,3.4,1.6,10000,4,7,91,1,24.3,9.2,0.1,18300,4,0.5,270.1,2.9,6.05,0.12,0.5,23400,2.5,10,4.9,7.5,0.2,7.2,0.7,250,0.25,0.9,0.25,0.5,0.9,25
679,545581,7610000,235,"FIN","S",35,32,63.2,0.25,0.001,640,11.5,3.9,5000,61,6,84,0.5,31.4,20,1.1,28400,7,0.5,443.1,34,17,0.42,0.5,7500,25,10,4.5,43,0.05,11,4,250,0.25,12,0.25,0.5,2.5,90
680,688909,7570000,420,"RUS","NW",50,32,0.4,0.25,0.001,25,0.1,11,5000,8,7,17,0.5,151,70.2,0.1,8000,2,0.5,5,2.8,90.1,0.07,0.5,2800,2.5,10,4,7.5,0.05,3.2,0.4,250,0.25,0.1,0.25,0.5,0.5,25
681,467300,7840000,,,,,,0.4,0.25,0.001,25,0.1,93,5000,3,0.5,2.5,0.5,45.5,43.3,0.1,3000,0.5,0.5,33.8,2.2,93.7,0.025,0.5,2000,2.5,10,4.5,7.5,0.05,1,0.2,250,0.25,1.2,0.25,0.5,0.1,25
682,676998,7390000,95,"RUS","FLAT",20,105,6.2,0.25,0.001,260,3.1,4.8,20000,19,9,130,0.5,44.4,40,0.6,28800,4,0.5,169.7,8.5,8.65,0.24,0.5,18200,9,10,4.1,80,0.2,12,2.2,250,0.7,2.3,0.25,0.5,1.2,25
683,714434,7510000,230,"RUS","N",37,1,0.4,0.25,0.001,210,0.1,4.9,5000,3,4,9,0.5,64.2,80.7,0.1,4600,0.5,0.5,68.3,2.4,80.1,0.025,0.5,5700,2.5,10,4.1,7.5,0.05,1.6,0.3,250,0.25,0.1,0.25,0.5,0.2,25
684,404739,7570000,307,"FIN","W",54,1,11.3,0.25,0.009,560,8.3,1.4,5000,11,3,51,0.5,16.1,12.4,0.3,7500,5,0.5,606.9,5.5,23.1,0.1,0.5,17700,2.5,10,4.6,49,0.2,3.3,0.7,250,0.25,2.1,0.9,0.5,0.7,25
685,602100,7740000,35,"NOR","E",48,20,6.3,0.25,0.001,180,14.5,29,5000,8,2,8,0.5,51.6,65.2,0.1,3800,2,0.5,107.4,3.9,84.4,0.025,0.5,3000,2.5,10,3.9,20,0.4,1.4,0.5,250,0.25,1.4,0.25,0.5,0.3,90
686,730510,7510000,210,"RUS","NE",20,1,2.4,1,0.001,360,2.4,3.3,20000,5,5,34,0.5,29,31.6,0.1,10000,4,0.5,227.8,2.2,14.8,0.08,0.5,21400,2.5,10,4.3,7.5,0.2,3,0.4,250,0.25,0.8,0.25,0.5,0.6,25
687,421123,7840000,140,"NOR","S",60,10,6.3,1.1,0.001,290,12.3,53,5000,12,3,14,0.5,84.6,47.2,0.2,5800,5,0.5,260.7,5.5,60.5,0.25,0.5,5700,2.5,10,4.4,37,0.3,4.4,0.8,250,0.25,1,0.25,0.5,1.7,60
688,804108,7430000,,,,,,2.5,1,0.001,300,2.2,2.1,20000,9,9,86,0.5,18.1,11.9,0.4,21200,4,0.5,233.4,4.4,10.1,0.19,0.5,20200,2.5,10,4.7,7.5,0.2,7.3,0.9,700,0.25,1.1,0.25,0.5,1.2,25
691,589880,7700000,170,"NOR",,47,52,7.5,0.25,0.006,510,8.2,4.3,5000,16,12,66,0.5,44.5,25.5,0.8,49100,8,0.5,315.8,8.9,11.7,0.27,0.5,33300,10,10,4.4,7.5,0.05,11,1.9,250,0.25,1.9,0.25,0.5,1.5,118
692,528488,7690000,185,"FIN","SE",36,20,59.9,0.25,0.001,500,12.7,3.4,10000,78,8,95,0.5,31.8,21.1,1,58600,12,0.5,338.4,43,12,0.51,0.5,10900,33,10,4.6,36,0.05,16,5.3,600,0.25,16,0.25,0.5,3.2,90
693,601800,7660000,230,"RUS","NW",50,20,9.6,1.4,0.006,230,4.4,6.2,20000,21,4,20,0.5,55.5,47.4,0.5,9800,4,0.5,90.6,10,41.3,0.14,0.5,10400,2.5,10,4.1,7.5,0.05,4.4,1.5,250,0.25,3.2,1,0.5,0.8,25
694,653599,7720000,120,"RUS","FLAT",62,20,9.3,1.1,0.004,330,4.8,6.2,20000,17,8,69,0.5,33.8,24.7,0.5,25300,5,0.5,214.1,8.3,18.3,0.24,4,19500,11,70,4.4,41,0.2,11,1.6,250,0.25,2.9,0.25,0.5,1.3,57
695,619000,7620000,220,"RUS","FLAT",59,31,50.5,0.25,0.003,450,9,1.6,10000,65,7,66,0.5,22.2,10.6,1,34500,9,0.5,318.5,38,6.72,0.49,0.5,12600,24,10,4.8,31,0.2,14,3.7,250,0.25,10,0.25,0.5,2.8,54
696,471250,7800000,135,"NOR","SE",54,10,6.5,0.25,0.002,180,5.8,28,5000,20,2,16,1,57.6,38.6,0.3,6900,5,0.5,83.4,9.2,53.5,0.21,0.5,2000,11,10,4.2,22,0.3,2.9,1.3,250,0.25,3.2,0.6,0.5,1.1,25
698,728208,7370000,210,"RUS","FLAT",53,51,4.9,0.25,0.001,240,4.1,3.1,10000,7,7,140,0.5,98,32.6,0.4,16900,4,0.5,178.8,4.7,24.1,0.14,0.5,17600,2.5,10,4.5,7.5,0.6,8.6,1,600,0.25,1,0.25,0.5,0.9,25
699,617152,7500000,285,"FIN","FLAT",24,1,10,0.7,0.004,230,9.4,2,5000,18,4,57,0.5,57.3,19.9,0.4,9300,5,0.5,194.5,9,13.4,0.12,0.5,19600,8,10,4.7,7.5,0.2,4.5,1.2,250,0.25,2.7,0.9,0.5,0.8,25
700,684828,7620000,,,,,,9.3,0.25,0.001,370,3.8,3.5,20000,28,6,82,0.5,32.5,22.2,0.9,18800,7,0.5,177.7,13,18.3,0.23,0.5,22400,13,10,4.4,7.5,0.05,8,3.1,250,0.25,1.9,0.25,0.5,1.5,71
701,395068,7400000,185,"FIN","SE",45,7,9.3,0.25,0.001,800,3,0.25,5000,11,0.5,14,0.5,20,20.2,0.3,8200,3,0.5,592.5,7.3,12,0.025,0.5,16600,2.5,10,4.5,75,0.2,1.4,0.6,500,0.25,1.6,0.25,0.5,0.3,25
702,688039,7640000,280,"RUS","S",52,22,8.4,0.25,0.001,340,3.8,2.6,20000,17,7,88,0.5,28.7,22.8,0.6,19800,5,0.5,226.4,7.8,13.3,0.23,0.5,21600,9,10,4.6,7.5,0.05,9.4,2,250,0.25,1.4,0.8,0.5,1.6,25
703,747002,7500000,140,"RUS","S",64,1,2.4,0.9,0.001,290,2.3,2.9,10000,7,4,52,1,34.3,33.8,0.3,9800,4,0.5,221.8,3.5,21.1,0.1,0.5,20900,2.5,10,4.5,48,0.05,3.9,0.6,250,0.25,1,0.25,0.5,0.7,25
706,398250,7820000,70,"NOR","W",36,10,3,0.25,0.006,25,6.5,69,5000,1.5,2,5,0.5,42.2,54.1,0.1,1700,0.5,0.5,28.1,1.6,95,0.025,0.5,1200,2.5,10,4.3,15,0.2,0.6,0.2,250,0.25,0.5,0.25,0.5,0.1,54
707,385234,7720000,420,"NOR","FLAT",36,51,6.8,0.25,0.001,270,6.1,3.3,10000,8,5,44,0.5,16.7,16.3,0.3,17400,5,0.5,271.4,3.9,13.7,0.15,0.5,18900,2.5,10,4.6,44,0.05,7.1,0.6,250,0.25,2,1.1,0.5,0.8,25
708,707657,7750000,80,"RUS","FLAT",40,9,10.7,1.4,0.006,240,4.8,64,5000,7,2,33,3,54,17.5,0.3,9400,2,0.5,202.7,3.9,73.1,0.12,0.5,4900,2.5,10,4.6,42,0.5,4.5,0.7,250,0.25,3.6,0.7,0.5,0.7,25
709,619450,7790000,60,"NOR","FLAT",50,9,17.8,2.5,0.003,240,12.9,9.9,5000,29,3,26,1,34.1,23.2,0.5,14700,5,0.5,378.3,16,15.2,0.25,0.5,7800,10,10,4.5,39,0.3,4.8,1.9,250,0.25,4.6,1,0.5,1.5,25
712,822220,7530000,500,"RUS","N",28,83,48.5,3.2,0.001,520,21.7,8.3,5000,130,8,68,2,96.1,22.7,1.5,28000,15,0.5,570.8,64,31.5,0.18,8,17600,38,10,4.8,85,0.4,5.9,4.8,250,0.25,13,1.8,0.5,1.9,58
713,400791,7540000,250,"FIN","E",40,1,10.5,0.25,0.001,480,6.2,3.1,5000,9,2,18,0.5,33.6,29.2,0.2,5600,4,0.5,469.6,4,29.6,0.08,0.5,15000,5,10,4.2,69,0.2,2.4,0.6,250,0.25,2.1,0.25,0.5,0.6,25
714,396692,7500000,250,"FIN","SE",42,7,12.3,1.1,0.001,420,12,5,5000,16,3,26,0.5,61.6,52.2,0.3,11300,4,0.5,309.5,7.7,40.7,0.13,0.5,11000,2.5,10,4.2,21,0.4,3.9,1.1,250,0.25,3,0.25,0.5,0.7,55
715,480808,7610000,390,"FIN","SE",40,32,43.1,0.9,0.001,480,9.7,1.9,5000,46,8,66,0.5,22.2,10,0.7,35200,4,0.5,340.8,24,5.59,0.49,0.5,5100,16,10,4.8,40,0.05,13,3.1,250,0.6,9.8,0.9,0.5,3.1,25
716,472950,7850000,40,"NOR","W",60,10,0.4,0.25,0.001,150,0.1,110,10000,1.5,2,2.5,0.5,109.3,52.1,0.1,2000,0.5,0.5,5,1.5,92.3,0.025,0.5,1600,2.5,10,4.1,7.5,0.3,0.9,0.2,250,0.25,0.1,0.25,0.5,0.2,25
717,534786,7770000,180,"FIN","NE",40,20,4.4,1.4,0.003,510,5.8,6.1,20000,19,4,34,0.5,29.9,16.1,0.8,18500,6,0.5,261.6,8.5,15.7,0.25,0.5,20300,12,10,4.5,30,0.2,11,2.5,800,0.25,1.5,1,0.5,1.4,25
718,464914,7670000,415,"FIN","S",38,32,26.6,0.6,0.001,610,5.3,6.1,5000,50,11,98,0.5,30.2,14.3,1,43000,6,0.5,335.5,29,68.3,0.4,0.5,8300,18,10,4.8,42,0.2,15,3.3,250,0.7,7.3,0.8,0.5,2.6,112
721,764920,7570000,,,,,,11.7,0.7,0.001,430,7,3.4,20000,25,7,89,0.5,27.2,16.6,0.8,25200,6,0.5,407.2,13,11.5,0.18,0.5,27600,12,10,4.6,34,0.05,8.4,2,250,0.25,2.8,0.25,0.5,1.2,25
722,646995,7710000,200,"RUS","E",,52,17.9,2,0.005,390,9.1,6,5000,21,7,60,0.5,43.9,14.5,0.5,15700,6,0.5,269.7,12,12.4,0.23,0.5,20100,7,80,4.5,26,0.1,6.9,1.6,250,0.25,3,0.25,0.5,1.3,25
723,693789,7400000,,,,,,14.9,1.8,0.001,530,14.4,2.7,10000,22,8,140,2,42.6,23.7,0.6,23400,6,0.5,483.5,11,15.8,0.16,0.5,19900,9,10,4.3,63,0.3,9,1.7,250,0.25,3.3,1.3,0.5,0.9,76
724,556577,7570000,390,"FIN","NW",37,31,47.6,0.25,0.004,580,7.9,3.9,5000,76,7,83,0.5,72.4,12.5,1.1,36300,7,0.5,559.7,43,10.3,0.4,0.5,7400,28,84,4.5,43,0.05,14,4.7,250,0.8,14,1,0.5,2.5,82
725,538900,7820000,,,,,,3.2,0.25,0.001,25,0.1,49,5000,6,2,2.5,0.5,73.7,66.4,0.1,2300,0.5,0.5,42,2.5,94.1,0.025,0.5,1400,2.5,10,4.1,7.5,0.3,0.8,0.3,250,0.25,0.1,0.25,0.5,0.3,25
726,517350,7800000,330,"NOR","S",43,10,0.4,0.25,0.001,25,0.1,99,5000,29,2,7,0.5,126.1,43.4,0.8,3800,0.5,0.5,5,14,91.8,0.17,0.5,1200,10,10,4.5,7.5,0.05,1.8,3.4,250,0.25,1,1.3,0.5,1.1,25
727,701797,7590000,140,"RUS","W",40,1,2.9,0.25,0.001,440,2.3,8.4,5000,8,6,82,0.5,30.5,18.7,0.4,14800,4,0.5,167.8,5.1,23.3,0.13,0.5,17100,2.5,10,4.5,28,0.2,5.5,0.8,250,0.25,1,0.25,0.5,0.8,25
729,615800,7670000,240,"RUS","FLAT",33,22,16.9,0.25,0.002,390,7.5,1.6,20000,27,4,44,0.5,36.9,12.8,0.7,15900,7,0.5,251.4,15,7.63,0.27,0.5,22000,10,10,4.5,7.5,0.05,7.6,1.9,700,0.25,3.9,1.2,0.5,1.6,25
730,655602,7500000,240,"RUS","SW",75,1,13.2,0.9,0.002,280,9.4,2.3,20000,15,5,65,0.5,31.9,14.4,0.5,13600,4,0.5,268.5,8.2,13.5,0.09,0.5,22500,2.5,10,4.8,7.5,0.05,5.3,1,250,0.25,1.9,0.25,0.5,0.6,25
731,834789,7550000,340,"RUS","E",35,83,59.2,2,0.001,310,30.9,8.6,5000,190,14,200,1,72.5,30.9,3.9,59100,53,0.5,307.5,110,31.9,0.81,0.5,26700,68,10,4.4,95,0.7,8,12,250,2.3,17,5.3,0.5,6.2,122
732,832464,7630000,180,"RUS","W",51,4,14.1,0.25,0.001,370,5.1,3.9,5000,25,2,27,0.5,20.6,11.3,0.4,5700,5,0.5,216.4,15,10.9,0.12,0.5,26200,12,10,4.6,21,0.05,3.1,1.5,250,0.25,4.9,0.6,0.5,0.6,25
733,498950,7380000,215,"FIN","W",65,7,47.6,1.6,0.001,350,11.6,4.6,5000,18,3,27,0.5,17.4,27.3,0.4,11900,7,0.5,227.9,9.6,37.8,0.19,0.5,29600,2.5,10,4.3,7.5,0.3,6.6,1.4,250,0.25,7.5,1.5,0.5,1.1,25
736,493153,7410000,220,"FIN","SE",35,7,18.1,1.6,0.001,500,8.9,2.7,5000,19,2,36,0.5,33,29.9,0.4,12400,8,0.5,376.7,10,21.5,0.2,1,17200,7,10,4.2,65,0.3,4,1.2,500,0.25,6,1.8,0.5,0.9,25
737,530937,7590000,225,"FIN","SE",32,31,70.7,0.7,0.001,510,12.7,2.5,5000,70,6,99,0.5,18.8,16.8,0.9,40400,7,0.5,450.4,39,7.37,0.52,0.5,4200,26,10,4.4,43,0.2,14,4.8,250,0.8,16,1.2,0.5,3.3,79
738,661188,7540000,200,"RUS","NW",45,1,7.6,0.6,0.001,430,3.8,3.5,5000,9,3,49,0.5,25,14.3,0.3,12500,4,0.5,273.8,4.5,36.6,0.1,0.5,20000,2.5,10,4.5,53,0.05,4.2,0.7,250,0.25,1.9,1.1,0.5,0.6,25
740,780251,7510000,,,,,,8,3.5,0.001,460,6.8,2.7,30000,50,10,150,0.5,50.6,22.9,1.1,26000,7,0.5,239.9,30,20.5,0.24,2,21300,19,97,5.1,45,0.5,9.1,3.2,250,0.5,3,1.2,0.5,1.5,55
741,599609,7530000,,,,,,31.3,0.25,0.001,390,16.9,2.5,5000,27,6,87,0.5,56.8,34.7,0.5,21400,5,0.5,388.2,16,23.4,0.16,0.5,18900,10,10,4.2,42,0.2,7.4,1.9,250,0.25,6.9,1.5,0.5,1,59
742,696800,7550000,300,"RUS","FLAT",35,1,1.4,0.25,0.001,340,1.5,3,20000,7,5,75,0.5,27.2,16.3,0.3,12900,5,0.5,197.4,3.3,10.7,0.12,0.5,16600,2.5,10,4.5,33,0.1,4,0.6,250,0.25,1.1,0.25,0.5,0.7,25
743,821283,7470000,120,"RUS","SE",30,1,10.9,0.25,0.001,400,3.9,2.4,20000,53,3,70,1,17.8,14,0.7,13100,9,0.5,318.6,29,8.7,0.14,0.5,25900,15,10,4.6,36,0.1,3.7,2,250,0.25,4,0.25,0.5,1,25
744,657214,7570000,150,"RUS","FLAT",30,1,2.7,0.25,0.001,390,0.1,5.7,5000,8,3,54,1,57.6,53.7,0.3,7800,3,0.5,185,3.9,49.6,0.09,0.5,12800,2.5,10,4.1,32,0.05,3.3,0.7,250,0.25,1.2,0.25,0.5,0.8,25
745,470552,7510000,,,,,,8.7,6.9,0.007,440,6.7,2.2,5000,15,4,95,0.5,30.4,30.5,0.4,18600,4,0.5,361.6,7.3,22.2,0.15,2,12900,2.5,10,4.2,42,0.5,6.8,1.1,250,0.25,2.4,1.2,0.5,1,25
