"ID","XCOO","YCOO","ELEV","COUN","*ASP","AoMEAN","HUMNO","HUMTHI","GROUNDVEG","TREELAY","VEG_ZONE","LITO","Ag","Al","Al_AA","As","Au","B","Ba","Ba_AA","Be","Bi","Br","C","Ca","Ca_AA","Cd","Cd_AA","Cl","Co","Co_AA","Cond","Cr","Cr_AA","Cu","Cu_AA","F","Fe","Fe_AA","H","Hg","K","K_AA","La","LOI","Mg","Mg_AA","Mn","Mn_AA","Mo","N","Na","Na_AA","Ni","Ni_AA","NO3","P","P_AA","Pb","Pb_AA","Pd","pH","PO4","Pt","Rb","S","S_AA","Sb","Sc","Se","Si","Si_AA","SO4","Sr","Sr_AA","Th","Ti_AA","Tl","U","V","V_AA","Y","Zn","Zn_AA"
234,695359,7460000,170,"RUS","NW",1.5,,,"LICHEN","PINE","BOREAL_FOREST",,0.399,1760,88.6,1.29,0.634,1.68,81.8,28.7,0.03,0.217,1,43.6,2200,1160,0.378,0.26,59.1,1.27,0.16,133.6,3.56,0.1,16.3,0.33,66.62,1670,9.1,5.7,0.153,900,613,1.4,75.7,400,158,71.5,29.7,0.258,1,40,27,19.8,1.04,7.46,694,139,33.8,8.5,2.04,3.6,412.26,1.29,6.56,1130,117,0.241,0.4,0.4,620,8,161.8,18.2,9.64,0.183,0.16,0.139,0.061,5.18,0.11,0.4,56.6,21.8
235,494700,7790000,260,"NOR","SW",3,6,3,"EMPETRUM","BIRCH","DWARF_SHRUB_TUNDRA",10,0.033,1710,47.4,0.803,0.186,3.05,72,23.1,0.03,0.078,1,41.2,3580,2030,0.286,0.24,1,0.78,0.14,99.8,2.44,0.03,5.55,0.06,0.5,2350,9,5.8,0.261,800,471,3.9,90,1230,898,47.7,20.5,0.176,2,100,96.5,2.98,0.28,0.5,670,98.1,12.8,3.2,0.19,3.9,2,0.41,2.61,1510,83.9,0.107,0.6,0.4,530,3,1,47.1,26.5,0.848,0.1,0.037,0.066,4.83,0.06,1,57,26.8
236,423789,7860000,42,"NOR","SE",8,5,3,"EMPETRUM","BIRCH","DWARF_SHRUB_TUNDRA",10,0.044,372,8.2,0.626,0.12,4.98,31.3,8.72,0.01,0.088,1,47.7,3810,2170,0.346,0.27,54.38,0.34,0.01,91.3,0.7,0.02,6.65,0.03,41.38,450,1.5,6.7,0.222,900,669,0.7,97.4,1660,1310,37.5,18.6,0.314,1.3,360,302,1.77,0.1,0.5,687,129,17.9,4.3,0.05,4.2,356.88,0.15,1.58,1730,77.5,0.225,0.05,0.4,290,2,97.24,40.1,20.7,0.085,0.025,0.053,0.068,1.84,0.04,0.2,36.3,13.7
237,844527,7610000,170,"RUS","N",1.5,7,1.5,"MOSS","BIRCH","FOREST_TUNDRA",20,0.237,1510,60.9,0.575,0.515,2.71,43.8,15,0.02,0.091,1,41.6,2550,1460,0.156,0.13,90.1,1.5,0.16,142.8,1.81,0.06,17.9,0.49,52.16,940,2.7,6,0.169,1400,945,2,84.3,630,415,404,254,0.204,1.4,60,46.9,29.4,1.45,5.54,1130,233,12.7,3.2,4.33,4,657.92,1.33,8.07,1530,134,0.114,0.3,0.4,670,12,138.62,24.9,13.2,0.196,0.23,0.054,0.065,4.05,0.06,0.4,63.5,30.8
238,583516,7520000,255,"FIN","FLAT",5,5,2,"MOSS","PIBI","BOREAL_FOREST",1,0.464,2660,138,1.62,0.246,1.52,92.1,28,0.09,0.24,1,46.3,2840,1550,0.447,0.28,59.66,1.51,0.26,126.7,1.79,0.03,8.19,0.06,48.42,1710,9.6,6.2,0.178,800,574,2,92.4,740,501,82.8,42.2,0.249,1.5,50,27.4,7.6,0.53,4.88,1080,111,26.8,5.8,0.14,3.7,357.1,0.5,7.29,1670,115,0.26,0.7,0.4,710,7,149.14,46.3,23.7,0.241,0.14,0.16,0.214,3.75,0.12,0.6,55.7,19.9
241,418400,7660000,450,"NOR","S",1,9,1,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",51,0.313,1640,70.6,0.821,0.215,2.02,92.1,34.4,0.04,0.152,1,41.8,3120,1720,0.296,0.2,66.42,1.33,0.29,124.4,3.77,0.07,7.59,0.1,51.98,1690,8.7,6.1,0.233,1000,712,1.3,85.7,780,437,231,141,0.249,1.4,50,22.4,7.03,0.59,0.5,1180,210,16.1,4.3,0.14,4,564.5,0.69,4.74,1620,116,0.163,0.6,0.4,640,8,126.88,20.1,11.1,0.163,0.24,0.081,0.094,5.15,0.08,0.6,72.5,32
243,579570,7800000,220,"NOR",-9999,3,5,3,"MOSS","BIRCH","DWARF_SHRUB_TUNDRA",9,0.073,5150,175,0.977,0.163,7.06,113,42.4,0.23,0.141,1,42.3,2160,1310,0.205,0.2,81.72,3.86,1.33,130,6.59,0.13,8.67,0.29,59.64,5120,37,6.2,0.311,2700,884,2.8,89.3,1320,598,537,351,0.116,1.3,70,47.1,8.94,1.44,0.5,1170,158,14.4,3.8,0.19,3.9,392.12,0.98,11.7,1480,138,0.071,1.4,0.4,670,5,156.92,21.9,12.6,0.839,0.1,0.093,0.139,8.13,0.08,2,57.7,30.2
244,563624,7580000,230,"FIN","SW",1.8,5,2.9,,,,31,0.117,1890,56.5,1.4,0.172,2.53,56.9,24.1,0.02,0.176,1,43.2,2740,1720,0.353,0.25,44.94,0.69,0.09,117.5,2.86,0.06,7.3,0.11,44.94,1840,3.7,6,0.175,800,600,2.5,88.4,570,280,292,196,0.185,1,40,29.1,6.5,0.5,2.5,637,112,18.3,5,0.26,3.7,319.24,0.56,4.82,1380,119,0.193,0.4,0.4,560,6,127,21.1,13.3,0.613,0.07,0.218,0.051,4.11,0.1,0.6,52.9,23.3
245,561075,7520000,300,"FIN","NW",2.5,5,0.75,,,,1,0.151,2240,154,1.12,0.284,1.98,106,47.2,0.1,0.27,1,42.8,2670,1650,0.313,0.26,1,1.02,0.19,122.8,2.89,0.07,7.48,0.18,0.5,1550,8.5,5.9,0.224,1000,771,2.3,88.1,420,224,388,229,0.227,1.1,40,27.8,5.92,0.44,0.5,808,107,32.3,10.1,0.34,3.9,2,0.57,11.5,1390,133,0.231,0.4,0.4,650,14,1,24.5,15.6,0.462,0.09,0.384,0.184,4.24,0.11,0.7,54.6,23.8
246,796397,7550000,260,"RUS","W",2,8,2,"LICHEN","PIBISPR","BOREAL_FOREST",20,0.231,2880,176,1.75,1.33,2.62,96.9,32.7,0.16,0.243,1,45.7,2660,1480,0.401,0.29,73.02,4.31,0.67,130,4.43,0.07,41.6,1.27,54.14,2600,8.1,6.2,0.214,1100,810,10.3,92.2,470,248,109,47.9,0.418,1.3,60,31.6,85.2,5.75,5.22,1080,127,25.3,7,12.4,3.5,426.26,3.79,6.7,1430,131,0.242,0.4,0.82,630,9,172.14,117,67.1,0.382,0.22,0.134,0.363,6.39,0.13,2.1,58.2,25.3
247,695643,7700000,190,"RUS","NE",2.5,7,2.5,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",21,0.048,6130,1000,1.29,0.216,2.78,49.7,12.3,0.09,0.114,1,33.1,2140,1210,0.235,0.19,54.46,2.11,0.57,73.6,8.24,0.18,13,0.43,42.44,3930,25.7,4.7,0.175,900,437,4.3,76.8,1050,455,53.6,16.9,0.276,1.1,80,47.9,25.9,5.28,1.72,574,25.6,8.77,1.8,1.09,4.3,21.22,1.17,5.11,1320,93.6,0.06,0.8,0.4,520,11,97.92,26.9,14.8,1,0.36,0.057,0.176,10.2,0.1,0.9,30.4,14.7
248,411950,7830000,70,"NOR","W",7,6,3,"MOSS","BIRCH","FOREST_TUNDRA",10,0.103,2040,112,0.53,0.137,4.18,104,31.5,0.1,0.079,1,30.5,3680,1770,0.314,0.25,35.26,1.8,0.55,97.8,2.37,0.03,4.5,0.06,63.78,3920,49.3,4.4,0.26,1400,540,4.3,69.4,1390,941,68.6,25.3,0.147,1.1,180,144,2.95,0.33,0.5,732,72.9,13,3.5,0.23,4.2,213.24,0.46,7.22,1410,77.4,0.028,0.9,0.4,600,3,102.34,51.2,25.3,0.915,0.38,0.103,0.328,4.91,0.09,4.3,39.7,20
249,445372,7510000,245,"FIN","SW",1.1,6,1,"MOSS","PIBISPR","BOREAL_FOREST",51,1.48,1650,57.5,2.05,0.99,2,124,46.8,0.05,0.318,1,39.1,2450,1340,0.3,0.23,103.04,1.07,0.2,176.5,4.42,0.13,9.81,0.29,57.86,3010,14.8,5.2,0.208,1400,888,2.2,75.1,470,249,686,380,0.418,1.3,30,23.3,5.31,0.45,6.1,1120,220,36.4,9.6,0.27,3.9,661.2,0.59,6.61,1340,175,0.253,0.9,0.4,680,11,246.8,17.5,9.35,0.263,0.24,0.182,0.152,10.3,0.15,0.8,78.1,34
250,800872,7690000,140,"RUS","E",5,5,5,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",4,0.066,806,22.5,0.884,0.108,2.68,32.3,9.36,0.01,0.088,1,47.8,3200,1690,0.33,0.25,50.02,0.98,0.15,104.8,1.62,0.03,11.9,0.14,59.2,1100,3.5,6.4,0.16,900,602,1.9,93.7,1390,1070,63.1,24.9,0.2,1.4,160,149,13.1,0.71,2.6,768,125,12.5,2.8,1.18,3.8,318.34,0.51,1.35,1730,96.9,0.156,0.3,0.4,470,5,102.22,37.6,20.5,0.305,0.07,0.041,0.05,3.06,0.05,0.3,39.2,15.1
251,787972,7430000,40,"RUS","FLAT",4,6,4,"MOSS","SPRBI","BOREAL_FOREST",32,0.209,1380,67.5,1.33,0.433,2.42,63,22.3,0.05,0.207,1,45.7,3170,1910,0.5,0.42,62.48,2.64,0.74,140.8,2.79,0.06,12.7,0.3,55.6,1550,9.4,6.2,0.18,1100,853,1.8,94.2,990,714,145,90.2,0.379,1.5,70,37.5,20,1.82,3.64,932,151,31.4,8.8,1.76,3.9,478.1,0.87,8.63,1490,131,0.283,0.4,0.4,560,7,173.56,22.8,13,0.148,0.11,0.126,0.076,4.5,0.13,0.7,44.2,19.1
252,789595,7670000,230,"RUS","E",5,5,5,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",4,0.059,1760,72.1,0.754,0.192,2.41,53.9,15.8,0.04,0.087,1,48,3150,1680,0.276,0.2,32.36,1.16,0.21,97.6,1.5,0.01,10.1,0.07,42.12,1510,5.1,6.4,0.204,800,581,1.7,94.1,1460,1140,31.8,13.7,0.177,1.8,130,125,12.5,0.78,2.12,1030,113,12,2.5,0.84,4,313.46,0.64,2.16,2200,106,0.139,0.3,0.4,510,8,111.04,54.3,29.5,0.113,0.05,0.04,0.055,2.83,0.07,0.5,27.5,10.2
253,398532,7660000,380,"NOR","FLAT",3,6,3,"LICHEN","BIRCH","FOREST_TUNDRA",1,0.059,1070,50.5,0.566,0.223,1.79,84.5,30.6,0.01,0.11,1,47.2,4030,2310,0.182,0.15,29.48,0.4,0.05,119,0.95,0.03,6.24,0.05,53.74,760,3.5,6.5,0.211,800,638,0.9,95.8,720,521,126,68.3,0.142,1.7,5,21.6,3.58,0.22,0.5,1120,233,15,3.6,0.12,3.9,580.1,0.15,4.53,1830,112,0.175,0.2,0.4,470,4,117.26,33.4,18.6,0.066,0.07,0.043,0.037,1.95,0.04,0.2,69.5,27.7
256,458717,7710000,320,"FIN","SE",2.2,5,3,"MOSS","BIRCH",,31,0.108,1100,43.6,0.553,0.232,1.6,111,38.5,0.01,0.103,1,49.2,3730,2100,0.138,0.12,55.78,0.83,0.14,142.8,1.53,0.03,6.77,0.08,61.82,1170,5.2,6.6,0.231,1100,828,0.9,95.5,850,588,117,66.1,0.173,1.8,10,21,6.39,0.46,2.54,1120,200,16.4,4,0.12,3.8,538.68,0.15,8.02,2000,148,0.146,0.3,0.4,570,6,205.52,34.5,18.8,0.081,0.09,0.081,0.034,3.05,0.08,0.3,80.1,32.4
258,811453,7540000,370,"RUS","NW",2,7,2,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",83,0.323,7300,1030,1.45,0.204,2.14,56.8,14.7,0.28,0.127,1,24.5,1650,518,0.201,0.13,22.3,1.94,0.28,68.2,11.6,0.4,10.4,0.49,38.6,5890,97.6,3.5,0.218,1000,455,11.2,56.7,870,98.8,160,57.4,0.167,0.9,140,17.9,14.5,1.78,2.54,807,45.3,13.2,3.4,1.17,4.3,29.06,1.7,9.37,958,104,0.027,0.8,0.4,640,11,92.16,62.8,16.9,2.3,1.01,0.067,0.602,12.2,0.17,4,39,16.1
261,439250,7710000,320,"NOR","FLAT",2,6,1.5,"LICHEN","BIRCH","FOREST_TUNDRA",1,0.069,2150,100,0.736,0.462,1.41,56.7,16.3,0.04,0.118,1,41.1,3670,1900,0.191,0.13,60.62,1.46,0.35,132.5,8.6,0.13,7.76,0.16,64.78,2700,15.2,6.1,0.218,1000,681,1.7,87.2,1000,532,106,55.9,0.151,1.5,60,30.7,7.59,0.77,0.5,1090,173,22,6.2,0.22,3.8,489.78,0.63,5.83,1510,112,0.095,0.9,0.4,620,6,131.38,12.8,5.57,0.259,0.3,0.055,0.087,6.66,0.17,0.9,34.4,14.5
262,617702,7480000,320,"FIN","NW",2,5,2,,,,1,0.203,1160,25.3,1.77,1.19,2.07,144,47.5,0.03,0.169,1,45.8,7990,4940,0.35,0.23,27.28,0.8,0.1,100.7,3.54,0.07,6.68,0.04,6.12,1530,4.5,6.2,0.175,700,480,1.7,92.6,840,526,81.6,43.7,1.04,1.8,5,12.9,6.12,0.3,3.36,883,112,19.3,4.7,0.21,4.1,486,0.34,2.57,2120,84.2,0.241,0.3,0.4,580,6,107.2,50.4,27.8,0.232,0.07,0.08,0.085,4.6,0.13,0.5,65.7,22.6
263,775412,7660000,180,"RUS","FLAT",2,7,2,"MOSS","BIRCH","FOREST_TUNDRA",4,0.085,903,22.6,1.09,0.195,2.99,57.6,14.8,0.01,0.118,1,49.2,3920,2030,0.288,0.19,56.2,1.39,0.2,108,1.65,0.04,15.9,0.15,36.6,1140,3.6,6.5,0.194,800,606,2.3,94.5,1310,976,40.4,18.8,0.207,1.3,180,159,22.7,1.26,1.86,815,121,15,3.1,1.13,3.9,359.16,0.36,2.32,1920,98.4,0.198,0.3,0.4,510,4,139.02,48.9,25.1,0.152,0.07,0.056,0.064,4.66,0.1,0.5,50.7,17.7
264,659503,7400000,80,"RUS","FLAT",3,6,3,"LICHEN","MIX","BOREAL_FOREST",1,1.48,2830,143,1.06,0.259,2.16,93.8,26.7,0.07,0.187,1,42.2,2850,1340,0.272,0.2,61.76,3.49,0.91,156.9,8.61,0.23,9.4,0.26,58.9,3860,37.4,6.1,0.287,1400,940,2.5,89.7,1200,547,151,84.4,0.545,1.5,60,39.8,11.7,1.07,7.02,1340,135,23.5,6.1,0.56,3.9,480.82,0.38,6.79,1540,146,0.201,1,0.4,780,20,251.14,22.7,10.6,0.37,0.44,0.112,0.12,7.21,0.17,0.9,29.5,12
265,691342,7510000,150,"RUS","E",4,5,3,"MOSS","MIX","BOREAL_FOREST",1,0.27,2470,129,0.819,0.236,1.87,102,29.9,0.08,0.098,1,41.1,5070,2740,0.256,0.13,56.52,2.18,0.4,91.1,5.7,0.14,11.5,0.1,48.56,2770,13.4,5.3,0.143,800,486,5.4,84.8,1270,742,55.3,21.4,0.27,1.1,100,51.8,13.9,0.84,6.14,757,68.4,12.8,2.1,1.14,4.1,245.32,0.61,4.87,1320,66.6,0.112,0.7,0.4,560,10,120.68,49.2,26.4,0.95,0.21,0.09,0.227,4.33,0.12,1.3,36,12.1
266,861309,7460000,140,"RUS","S",2,6,2,"LICHEN","PINE","BOREAL_FOREST",51,0.382,2760,207,1.26,0.344,1.97,77.6,22.9,0.08,0.207,1,39.8,2470,1270,0.364,0.24,85.2,1.4,0.31,136.7,3.79,0.13,10.5,0.29,58.62,3690,54,5.6,0.256,1100,811,2.6,84.8,480,241,170,91.2,0.306,1.3,80,47.1,12.2,0.85,8.6,1120,122,27,6.5,1.17,3.7,354.8,0.6,8.15,1350,148,0.162,0.7,0.4,680,10,196.38,26.6,13.3,0.335,0.32,0.147,0.132,6.07,0.21,1.1,59.8,23.6
267,487450,7810000,70,"NOR","FLAT",3,6,2.5,"MOSS","BIRCHdense","FOREST_TUNDRA",10,0.075,1290,23,0.526,0.21,4.39,67.2,20.9,0.03,0.104,1,43.7,3940,2260,0.125,0.08,215.58,0.87,0.14,166.7,3.72,0.12,9.57,0.18,64.94,1590,8,6.3,0.244,1600,1060,1.9,88.5,1320,838,610,357,0.239,1.5,130,94.7,5.39,0.36,1.48,1230,290,13.6,3.1,0.23,4.1,871.14,0.15,4.77,1650,118,0.141,0.5,0.4,650,6,174.88,31.2,16,0.415,0.09,0.054,0.084,3.44,0.07,0.7,42.6,16
271,543182,7560000,290,"FIN","SW",1.5,6,2,,,,31,0.138,3140,139,1.85,0.371,3.12,61.3,22.5,0.04,0.294,1,42.6,1770,998,0.384,0.29,1,1.21,0.18,137.6,5.32,0.09,10.1,0.23,0.5,3080,8.2,5.9,0.266,1100,682,8,79.7,750,271,188,110,0.282,1.1,70,51.2,8.71,0.84,0.5,727,95.9,33.3,8.9,0.31,3.6,2,0.15,6.53,1380,119,0.2,0.7,0.4,710,13,1,16,9.04,3.21,0.11,0.364,0.163,7.14,0.12,1.1,49.2,21
272,454219,7510000,280,"FIN","SE",0.7,6,0.8,"MOSS","PIBI","BOREAL_FOREST",51,0.501,1880,70.5,1.76,0.358,2.16,81.2,27.4,0.05,0.396,1,41.5,2690,1390,0.465,0.34,143.82,1.07,0.22,130.9,3.76,0.1,9.32,0.13,39.18,1990,6,5.3,0.186,900,601,1.6,82.4,570,345,428,225,0.244,1,40,37.6,5.34,0.42,3.72,809,126,41.3,9.1,0.22,3.7,391.74,0.15,7.83,1110,97.8,0.204,0.8,0.4,600,9,123.3,17.6,8.42,0.267,0.14,0.361,0.102,7.78,0.13,0.7,54.8,21.8
273,569022,7680000,150,"FIN","FLAT",1.7,6,1.2,,,,20,0.077,1030,51.1,1.24,0.283,2.58,33.9,13,0.01,0.152,1,44.3,2660,1610,0.119,0.09,87.82,0.85,0.18,136.3,1.55,0.07,14.7,0.29,53.54,1060,5.1,6.2,0.216,600,545,0.8,93.6,450,299,180,115,0.152,1.2,50,31.9,17.6,1.98,3.6,771,125,16.7,4.6,0.7,3.7,341.64,0.31,3.82,1560,119,0.166,0.2,0.4,530,5,137.9,15.9,9.55,0.125,0.11,0.067,0.037,2.9,0.09,0.2,37.2,15.9
274,722289,7700000,110,"RUS",-9999,3,5,3,"MOSS","BIRCH","FOREST_TUNDRA",4,0.077,885,30.2,0.711,0.302,3.64,116,33.7,0.03,0.158,1,47.7,3540,1890,0.314,0.19,77.42,2.25,0.39,140.7,2.49,0.05,32.2,0.36,48.84,1390,4.6,6.7,0.164,1200,886,2.1,95.3,1290,923,120,63.7,0.639,1.7,200,151,42.2,3.11,2.28,1120,220,21.5,4.9,0.16,3.9,629.6,0.51,3.41,2090,132,0.208,0.2,0.4,590,9,207.8,48.4,25.7,0.19,0.09,0.074,0.091,6.08,0.1,0.4,51,17.8
275,577964,7750000,230,"NOR","FLAT",1,8,1,"LICHEN","BIRCH","FOREST_TUNDRA",20,0.077,1980,93,1.18,0.284,2.05,45.3,12.5,0.05,0.218,1,32.7,2140,886,0.377,0.23,36.62,0.96,0.19,103.1,2.71,0.05,10.8,0.2,57.2,2060,8.2,4.8,0.237,800,451,1.9,70.2,880,478,78.8,33.9,0.173,1.1,120,61.4,12.4,1.41,0.5,919,115,26.3,6.2,0.62,3.7,349.02,0.37,4.2,1580,90.8,0.141,0.4,0.4,620,4,110.02,23.9,11.1,0.756,0.22,0.065,0.085,5.47,0.13,0.7,30.7,11.7
276,664417,7440000,190,"RUS","S",3,6,3,"MOSS","BISPRPI","BOREAL_FOREST",1,0.923,1310,44.3,0.827,0.27,1.89,113,37.6,0.03,0.22,1,43.1,2880,1650,0.334,0.21,107.02,1.53,0.14,161.6,2.39,0.12,12.1,0.19,59.4,1450,6,5.7,0.173,1300,885,1.5,87.4,700,433,393,235,0.303,1.4,40,22.4,10.9,0.45,7.08,1120,254,30.9,6.5,1.06,3.9,709.32,0.44,7.36,1390,132,0.276,0.3,0.4,650,13,203.62,26.5,14.2,0.157,0.17,0.116,0.068,3.79,0.13,0.4,95.6,33.8
277,451620,7650000,230,"FIN","NW",0.4,10,0.4,"LICHEN","PIBI","BOREAL_FOREST",6,0.069,1910,71.3,0.718,0.269,2,43.1,17.4,0.04,0.127,1,36.1,2730,1500,0.213,0.14,28.08,1.39,0.22,87.3,13.6,0.19,6.27,0.11,42,3160,11,5.3,0.17,700,495,1.6,74,850,331,278,196,0.127,1.1,60,15,7.56,0.71,1.24,836,127,14.6,5,0.25,3.9,296.82,3.9,4.72,1130,85.3,0.092,0.8,0.4,550,7,75.66,20,8.89,0.347,0.25,0.101,0.111,7.23,0.09,0.7,37.7,19.3
278,725745,7660000,200,"RUS","SW",2,6,2,"GRASS","BIRCH","BOREAL_FOREST",20,0.456,2530,113,0.68,0.398,4.48,272,81.7,0.21,0.173,1,38.9,6310,3880,0.511,0.39,221.04,13.3,1.89,230,5.44,0.17,38.5,1.05,93.6,2770,13.7,5.6,0.198,1800,1300,18.5,80.2,1680,1050,1440,479,0.896,2,160,96.1,58.3,3.91,9.04,1810,205,20.5,3.2,4.88,4.7,718.76,1.29,8.9,2210,176,0.091,1.1,0.4,770,21,370.66,81.1,44.8,0.604,0.25,0.204,0.492,9.92,0.26,3.2,117,53
280,802101,7640000,230,"RUS","FLAT",2.5,,,"MOSS","BIRCH","FOREST_TUNDRA",,0.088,1990,78.4,1.02,0.238,2.4,65.6,17.5,0.04,0.088,1,44.7,3870,2060,0.298,0.21,39.84,2.47,0.51,98,2.27,0.05,12.4,0.11,36.94,1610,5.5,6.3,0.227,800,566,1.8,92.5,1530,1130,32.3,12.3,0.214,1.5,130,98.8,19,1.13,0.5,900,93.1,11.1,2.4,1.39,4,303.28,0.44,3.44,1950,92.2,0.154,0.4,0.4,580,7,143.12,52.8,27.7,0.216,0.08,0.056,0.067,3.72,0.07,0.5,39.6,15.5
281,431278,7580000,320,"FIN","S",1.4,5,1.5,"MOSS","PIBI","FOREST_TUNDRA",51,0.229,6240,782,2.25,0.325,1.46,56.6,15.5,0.1,0.333,1,43,1440,642,0.421,0.31,1,2.06,0.61,106.3,3.55,0.14,7.55,0.25,0.5,5080,187,6.5,0.249,900,578,2.7,89.2,460,228,54.1,26.7,0.308,1.6,50,33.4,6.03,0.74,0.5,1510,71.7,36.9,8.8,0.2,3.9,2,0.96,8.3,1780,155,0.121,1.1,0.4,700,7,1,17.6,8.1,0.53,0.41,0.129,0.31,7.14,0.21,1.4,36.3,16.2
282,773278,7590000,180,"RUS","W",3,6,3,"LICHEN","PIBI","BOREAL_FOREST",20,0.437,1220,59.6,1.32,0.93,1.45,109,38.4,0.03,0.159,1,40.3,2540,1550,0.263,0.12,71.9,3.36,0.4,143.6,2.63,0.06,39.3,0.82,76.16,2300,10.1,4.7,0.249,700,451,4.6,79.7,370,222,46.1,18.2,0.322,1.1,60,49,77.6,4.08,6.5,432,84.3,15.6,2.8,9.95,3.6,269.14,2.81,2.26,808,76.9,0.134,0.4,0.4,510,5,179.56,37.6,22.6,1.14,0.17,0.043,0.119,4.64,0.11,0.7,43.7,16.1
283,823505,7620000,230,"RUS","FLAT",2.5,6,2.5,"LICHEN","SPARCEBI","FOREST_TUNDRA",20,0.107,1000,46.4,0.91,0.481,2.11,59.6,19.9,0.03,0.137,1,46.4,3240,1790,0.329,0.24,39.98,1.66,0.25,121.4,1.78,0.04,23.1,0.35,44.44,1230,5,6.3,0.308,1200,793,2.3,93.6,1050,780,78.3,41.1,0.282,1.5,80,74.9,29.1,1.78,2,979,177,18,4.6,2.68,3.9,506.72,0.67,4.45,1820,113,0.201,0.2,0.4,550,6,141.82,38.5,21.7,0.357,0.09,0.06,0.083,4.3,0.09,0.5,44.5,17.8
286,398442,7450000,200,"FIN","S",4,5,4,"MOSS","PIBI","BOREAL_FOREST",51,0.387,4660,496,1.71,0.236,1.19,86.9,24.8,0.28,0.205,1,45.5,2290,1160,0.409,0.26,29.22,2.89,0.86,95.3,5.25,0.36,7.57,0.14,56.58,8080,403,6.4,0.305,900,582,8.7,90.5,570,361,38.2,17.4,0.441,1.6,40,37.3,5.1,0.54,2.78,2580,84.6,20.4,4.3,0.23,4,55.32,0.95,10.8,1770,113,0.153,2.3,0.4,610,6,131.22,27.5,14.2,2.35,0.79,0.176,1.34,4.74,0.18,2.4,25.8,9.36
287,575400,7840000,230,"NOR","FLAT",10,5,3,"MOSS",,"DWARF_SHRUB_TUNDRA",9,0.03,374,6.4,0.576,0.094,4.61,73.7,23.9,0.03,0.087,1,46.9,4400,2530,0.305,0.25,28.46,0.41,0.07,79.8,0.59,0.01,6.88,0.03,34.38,430,3,6.5,0.274,700,474,0.35,97.4,1900,1520,26.7,11.8,0.187,1.6,170,152,2.61,0.17,0.5,808,130,14.6,3.5,0.17,4.2,319.62,0.15,0.68,1920,69.1,0.191,0.05,0.4,360,2,72.14,52,29.6,0.063,0.025,0.036,0.052,1.55,0.06,0.3,52.3,19.7
288,671948,7520000,150,"RUS","S",1.5,,,"LICHEN","PIBI","BOREAL_FOREST",,0.453,2710,143,1.11,0.564,1.85,118,31.3,0.09,0.238,1,43,3630,1720,0.401,0.2,88.8,1.51,0.24,111.8,3.97,0.12,17.1,0.21,55.82,2300,14.3,5.3,0.273,1000,552,3.7,78.4,570,248,365,161,0.293,1.1,60,26.8,15.9,0.78,18.58,915,105,31.5,4.9,1.55,3.8,284,0.78,10,1060,86.4,0.206,0.7,0.4,600,7,106.8,28.6,13.1,0.509,0.28,0.56,0.167,5.65,0.13,1,56.1,15.2
289,577870,7760000,200,"NOR","FLAT",6,5,3,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",20,0.039,1320,15.3,0.508,0.067,3.09,44.8,14.1,0.09,0.042,1,41.7,10900,7090,0.229,0.14,15.1,1.73,0.27,55.3,2.44,0.05,8.34,0.01,27.2,1740,4.1,5.7,0.144,400,220,5.7,89.7,1820,1330,13.3,2.75,3.1,1.7,80,67.1,4.26,0.11,1.62,596,42,4.69,1.1,0.15,4.7,158.24,0.15,1.4,2240,39.8,0.073,0.6,0.4,490,4,43.96,77.4,42.2,0.547,0.025,0.046,1.19,3.85,0.1,2.1,20.5,6.13
290,540833,7460000,220,"FIN","FLAT",3.5,5,3.5,,,,51,0.141,4440,419,1.74,,1.23,54.3,14.6,0.12,0.205,1,47.1,1780,875,0.492,0.37,27.88,3.61,1.14,117.8,2.99,0.13,5.53,0.14,63.44,3550,47.1,6.7,0.273,800,565,2.8,94,550,367,24.7,8.87,0.201,1.4,40,37.5,6.5,0.78,2.08,929,48.2,23,5.4,,3.7,98.58,,5.52,1640,119,0.27,1.1,0.4,570,5,159.04,19.3,9.43,0.313,0.17,0.098,0.177,3.46,0.13,1.6,41.5,16.8
291,786258,7570000,240,"RUS","SE",5,5,3,"LICHEN","MIX","BOREAL_FOREST",20,0.304,5600,499,1.35,0.734,2.23,60.2,19.4,0.12,0.137,1,33.1,2560,1170,0.288,0.22,72.04,6.46,1.54,114.3,7.78,0.22,39.8,2.23,76.84,4770,46.7,4.7,0.211,1000,629,8.5,69.7,880,313,104,49.5,0.263,1,100,36,71.6,6.05,1.86,926,76.2,20.9,5.8,12.3,4.1,169.08,5.23,7.82,1200,104,0.027,1.2,0.4,510,8,160.66,28.3,14.2,2.65,0.48,0.097,0.181,8.36,0.17,2.3,30.6,14.2
